iter	Logloss
168	0.5275473762
169	0.5275137489
170	0.5274971742
171	0.5274845162
172	0.5274493605
173	0.5274058457
174	0.5273180997
175	0.5272673245
176	0.5272142566
177	0.5271618096
178	0.5271078818
179	0.5270483655
180	0.5269930525
181	0.5268897348
182	0.5268209041
183	0.5268046159
184	0.5267520734
185	0.5266896911
186	0.5266736895
187	0.5266408266
188	0.5264324238
189	0.5264218675
190	0.5262367268
191	0.5262260272
192	0.5261984663
193	0.5261714308
194	0.5261620687
195	0.5261110069
196	0.5260811054
197	0.5260241206
198	0.5259739664
199	0.5259523762
200	0.5259095779
201	0.5258525454
202	0.5258232649
203	0.5257950352
204	0.5256488715
205	0.5256095124
206	0.5255689591
207	0.5255240114
208	0.5254832193
209	0.525469797
210	0.5254618201
211	0.5254037367
212	0.5253505733
213	0.5251386836
214	0.5251150395
215	0.5250613028
216	0.5250284398
217	0.5248971313
218	0.5248424871
219	0.5248092897
220	0.5247953899
221	0.524753117
222	0.5247050645
223	0.5246438286
224	0.5245825449
225	0.5245708422
226	0.5245653491
227	0.5245413229
228	0.5244961363
229	0.5244836694
230	0.524446603
231	0.5243844118
232	0.5243565643
233	0.5242961404
234	0.5242573067
235	0.5242188551
236	0.5241946855
237	0.5240805727
238	0.5240325202
239	0.5239521301
240	0.5238507231
241	0.5238229233
242	0.5237868122
243	0.5237075208
244	0.5236731293
245	0.5236590384
246	0.5234218805
247	0.5233885877
248	0.5233400575
249	0.5232803023
250	0.5232427583
251	0.5232160571
252	0.5231772234
253	0.5231449337
254	0.523097932
255	0.5230634928
256	0.5229623245
257	0.5228837018
258	0.5228538481
259	0.5227234471
260	0.5226934023
261	0.5226395224
262	0.5226182665
263	0.5225766146
264	0.5225630969
265	0.5225355837
266	0.5225145189
267	0.5224894896
268	0.5224822292
269	0.5224720073
270	0.5224576297
271	0.5224099593
272	0.5223741826
273	0.5223205893
274	0.5223155738
275	0.5222273502
276	0.5221952037
277	0.522157803
278	0.5221484886
279	0.5220964237
280	0.5220821417
281	0.5220289305
282	0.5219929627
283	0.5219757192
284	0.5219564696
285	0.5219251351
286	0.5218895495
287	0.5218783723
288	0.5218645202
289	0.5218364816
290	0.5218088251
291	0.5217473981
292	0.5217240406
293	0.5216783763
294	0.5216620404
295	0.5216246397
296	0.5216034793
297	0.5215214652
298	0.5215012603
299	0.521485402
300	0.5213345094
301	0.5213125848
302	0.5212812981
303	0.5212546925
304	0.5212248388
305	0.5211908772
306	0.5211112992
307	0.5210386472
308	0.5209785099
309	0.5209337055
310	0.5209027054
311	0.5208725173
312	0.5208351166
313	0.5207681965
314	0.5207445524
315	0.5206986016
316	0.5206470621
317	0.5206231792
318	0.5206026876
319	0.5205877846
320	0.5205069647
321	0.5204714268
322	0.5204328319
323	0.5204245207
324	0.5203938072
325	0.5203718348
326	0.5203599411
327	0.5203252631
328	0.5202874802
329	0.5201964383
330	0.5200999512
331	0.520083663
332	0.5200188924
333	0.5200015056
334	0.5199633884
335	0.5199438521
336	0.5199267519
337	0.519874687
338	0.5198399612
339	0.5198071938
340	0.5197943925
341	0.5197280934
342	0.5196939408
343	0.519679611
344	0.5196693413
345	0.5196496617
346	0.5196288836
347	0.5196082964
348	0.5195947309
349	0.5195585243
350	0.5195322531
351	0.5195198339
352	0.5195042145
353	0.5194795673
354	0.5194705873
355	0.5194410202
356	0.5193378935
357	0.5193217486
358	0.5192919905
359	0.51923577
360	0.5192278408
361	0.5191622104
362	0.5191188867
363	0.5190869791
364	0.5190385444
365	0.5189970358
366	0.5189579155
367	0.518910675
368	0.5188948167
369	0.518843134
370	0.5188236455
371	0.5188074051
372	0.5187885376
373	0.5187596869
374	0.5187326036
375	0.5186818762
376	0.5186771474
377	0.518591312
378	0.5185639421
379	0.5185160329
380	0.5184980252
381	0.5184772948
382	0.5183917937
383	0.5183544408
384	0.518312359
385	0.5182826008
386	0.5182719968
387	0.518249499
388	0.5182248996
389	0.518189505
390	0.5180845633
391	0.5180730039
392	0.5179958142
393	0.5179756092
394	0.5179641931
395	0.5179570282
396	0.5178444439
397	0.5178232836
398	0.5178009769
399	0.5177682573
